City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
472,Ixtapa,MX,20.7,-105.2,89.22,79,20,10.36,few clouds
473,Isangel,VU,-19.55,169.2667,75.31,73,75,5.75,broken clouds
474,Uyuni,BO,-20.4597,-66.825,60.55,22,47,15.37,scattered clouds
475,Valle De Allende,MX,26.9333,-105.4,80.35,35,25,7.94,scattered clouds
476,Jurm,AF,36.8648,70.8342,60.22,26,0,3.4,clear sky
477,Jacareacanga,BR,-6.2222,-57.7528,82.29,64,95,5.19,overcast clouds
478,Balykshi,KZ,47.0667,51.8667,66.2,19,40,26.84,dust
479,Victor Harbor,AU,-35.5667,138.6167,52.92,90,10,10.4,clear sky
480,Onega,RU,63.9061,38.1404,42.03,95,100,12.28,overcast clouds
481,Ubinskoye,RU,55.3068,79.6802,34.74,87,89,5.61,overcast clouds
482,Kirkwall,GB,58.9848,-2.9587,52.14,92,90,11.5,overcast clouds
483,Vao,NC,-22.6667,167.4833,67.1,62,49,17.29,scattered clouds
484,Nautla,MX,20.2167,-96.7833,77.05,76,98,12.24,overcast clouds
485,San Rafael,AR,-34.6177,-68.3301,74.12,23,0,12.77,clear sky
486,Svirsk,RU,53.0858,103.3325,43.47,64,100,4.34,overcast clouds
487,Aswan,EG,24.0934,32.907,88.18,22,0,19.93,clear sky
488,Victoria,HK,22.2855,114.1577,85.32,84,71,16.55,light rain
489,Pandharpur,IN,17.6667,75.3333,74.97,88,100,8.46,overcast clouds
490,La Cruz,MX,23.9167,-106.9,87.89,66,0,6.24,clear sky
491,Lopatino,RU,52.6195,45.8118,48.02,94,100,7.67,overcast clouds
492,Kurilsk,RU,45.2333,147.8833,50.72,88,100,9.01,overcast clouds
493,Sisimiut,GL,66.9395,-53.6735,29.43,80,99,3.15,overcast clouds
494,Bonthe,SL,7.5264,-12.505,78.33,85,100,6.11,light rain
495,Dublin,US,37.7021,-121.9358,98.17,30,1,3.0,haze
496,Tsnori,GE,41.6209,45.9694,67.24,92,85,0.65,overcast clouds
497,Stamford,US,41.0534,-73.5387,79.52,88,75,1.99,light intensity drizzle
498,Volgodonsk,RU,47.5136,42.1514,47.98,65,33,6.53,scattered clouds
499,Dakar,SN,14.6937,-17.4441,81.48,76,75,8.75,broken clouds
500,Pisco,PE,-13.7,-76.2167,68.05,64,0,17.27,clear sky
501,Severo-Yeniseyskiy,RU,60.3725,93.0408,28.89,97,100,5.66,light snow
502,Luderitz,NA,-26.6481,15.1594,58.66,71,33,11.27,scattered clouds
503,Lavrentiya,RU,65.5833,-171.0,32.5,68,91,3.24,overcast clouds
504,Ancud,CL,-41.8697,-73.8203,54.43,82,96,10.8,overcast clouds
505,Pareora,NZ,-44.4871,171.2132,53.15,72,0,7.58,clear sky
506,Korla,CN,41.7597,86.1469,66.38,28,2,8.5,clear sky
507,Vilyuysk,RU,63.7553,121.6247,39.56,82,100,3.89,overcast clouds
508,Altay,CN,47.8667,88.1167,43.45,45,99,2.46,overcast clouds
509,Teguldet,RU,57.3064,88.1667,34.48,95,100,2.77,overcast clouds
510,Topolobampo,MX,25.6,-109.05,95.05,55,40,9.22,scattered clouds
511,Broome,US,42.2506,-75.833,67.55,81,90,4.0,mist
512,Aquiraz,BR,-3.9014,-38.3911,80.69,79,56,11.48,broken clouds
513,Mpraeso,GH,6.5932,-0.7346,69.48,96,77,2.15,light rain
514,Ketchikan,US,55.3422,-131.6461,53.58,93,90,17.27,moderate rain
515,Rosarito,MX,32.3333,-117.0333,96.4,53,11,13.06,few clouds
516,Upata,VE,8.0086,-62.3989,87.19,68,55,2.44,broken clouds
517,Sisak,HR,45.4661,16.3783,55.18,74,7,4.05,clear sky
518,Itoman,JP,26.1247,127.6694,78.82,83,20,9.22,few clouds
519,Zhumadian,CN,32.9794,114.0294,76.89,66,100,2.89,moderate rain
520,Buenaventura,CO,3.8801,-77.0312,76.89,91,100,2.51,overcast clouds
521,Kuytun,RU,54.3419,101.5036,39.9,79,100,4.81,overcast clouds
522,Herat,AF,34.5,62.0,69.03,16,0,8.97,clear sky
523,Raudeberg,NO,61.9875,5.1352,46.0,93,98,1.01,overcast clouds
524,Ambilobe,MG,-13.2,49.05,68.49,73,0,4.52,clear sky
525,Jatai,BR,-17.8814,-51.7144,91.89,18,6,7.4,clear sky
526,Berlevag,NO,70.8578,29.0864,42.6,70,0,12.66,clear sky
527,Hovd,MN,48.0056,91.6419,43.21,45,53,7.63,broken clouds
528,Wawa,NG,9.9022,4.4192,75.7,84,94,2.91,overcast clouds
529,Inhambane,MZ,-23.865,35.3833,65.97,72,0,6.26,clear sky
530,Danane,CI,7.2596,-8.155,71.56,98,59,0.65,broken clouds
531,Samarai,PG,-10.6167,150.6667,77.74,85,92,15.32,overcast clouds
532,Vyazemskiy,RU,47.5378,134.7525,40.35,87,0,1.72,clear sky
533,Hobyo,SO,5.3505,48.5268,77.52,85,82,23.0,broken clouds
534,Pevek,RU,69.7008,170.3133,29.25,88,98,8.86,overcast clouds
535,Tombouctou,ML,20.0,-3.0,92.01,11,4,2.55,clear sky
536,Yinchuan,CN,38.4681,106.2731,65.64,64,100,4.05,overcast clouds
537,Mangrol,IN,21.1167,70.1167,80.4,81,58,6.24,broken clouds
538,Banda Aceh,ID,5.5577,95.3222,79.03,82,65,9.08,broken clouds
539,Yuzhne,UA,46.6221,31.1013,46.62,67,94,8.25,overcast clouds
540,Rocky Mountain House,CA,52.3668,-114.9188,55.51,44,90,4.61,overcast clouds
541,Vaitape,PF,-16.5167,-151.75,78.04,70,16,11.41,few clouds
542,Smolensk,RU,55.0,33.0,40.66,95,100,7.9,overcast clouds
543,Harper,LR,4.375,-7.7169,78.28,86,31,6.96,scattered clouds
544,Zhuanghe,CN,39.7008,122.9911,59.18,83,89,3.13,light rain
545,Port Moresby,PG,-9.4431,147.1797,74.44,88,92,6.26,overcast clouds
546,Waddan,LY,29.1614,16.139,82.33,47,1,14.29,clear sky
547,Caidian,CN,30.5833,114.0333,82.53,79,100,5.84,overcast clouds
548,Nemuro,JP,43.3236,145.575,55.63,87,100,22.77,heavy intensity rain
549,Carutapera,BR,-1.195,-46.02,80.35,76,44,9.91,scattered clouds
550,Dalen,NL,52.6992,6.7556,58.86,96,36,8.7,scattered clouds
551,Balkhash,KZ,46.844,74.9804,49.14,46,0,17.58,clear sky
552,Swellendam,ZA,-34.0226,20.4417,55.78,85,99,2.68,overcast clouds
553,Palmer,US,42.1584,-72.3287,78.51,70,75,5.99,broken clouds
554,George,ZA,-33.963,22.4617,56.75,88,40,2.3,scattered clouds
555,Kerema,PG,-7.9631,145.7785,76.17,89,98,4.41,overcast clouds
556,Yichang,CN,30.7144,111.2847,75.06,93,15,2.44,light rain
557,Husavik,IS,66.0449,-17.3389,37.31,96,100,21.68,light rain
558,Alyangula,AU,-13.8483,136.4192,71.15,84,25,9.62,scattered clouds
559,Zlotoryja,PL,51.1264,15.9198,65.37,59,100,24.05,overcast clouds
560,Altamont,US,42.2068,-121.7372,76.77,30,1,4.0,clear sky
561,Curup,ID,-3.4667,102.5333,67.08,97,94,3.18,overcast clouds
562,Mabaruma,GY,8.2,-59.7833,82.08,77,100,5.61,overcast clouds
563,Nehe,CN,48.4833,124.8333,49.24,85,100,6.35,overcast clouds
564,Pithora,IN,21.2667,82.5167,75.27,90,26,2.21,heavy intensity rain
565,Flinders,AU,-34.5833,150.8552,65.05,63,5,4.0,clear sky
566,Nabire,ID,-3.3667,135.4833,75.42,90,99,3.15,overcast clouds
567,Porto Velho,BR,-8.7619,-63.9039,87.85,58,40,1.14,moderate rain
568,Rabo De Peixe,PT,37.8,-25.5833,69.31,68,20,10.36,few clouds
569,Niltepec,MX,16.5667,-94.6167,88.41,55,51,12.84,broken clouds
570,Bakchar,RU,57.0186,82.0711,33.6,91,100,4.76,overcast clouds
571,Manaure,CO,11.7751,-72.4445,87.71,65,100,6.62,overcast clouds
572,Beeville,US,28.4008,-97.7483,87.98,29,1,4.61,clear sky
573,Oriximina,BR,-1.7656,-55.8661,90.68,48,39,2.64,scattered clouds
574,Mbinga,TZ,-10.9333,35.0167,59.5,80,50,2.26,scattered clouds
575,Balsas,BR,-7.5325,-46.0356,94.96,24,77,6.13,broken clouds
576,Coahuayana,MX,18.7333,-103.6833,92.68,67,18,5.7,few clouds
577,Leh,IN,34.1667,77.5833,53.42,54,24,5.01,few clouds
578,Bima,ID,-8.4667,118.7167,73.89,93,47,2.95,scattered clouds
579,Sierra Vista,US,31.5545,-110.3037,67.01,72,90,6.91,overcast clouds
580,Montepuez,MZ,-13.1256,38.9997,70.0,76,3,7.09,clear sky
581,Joshimath,IN,30.5667,79.5667,65.62,87,100,1.28,overcast clouds
582,Tabou,CI,4.423,-7.3528,77.88,87,32,6.24,scattered clouds
583,San Joaquin,US,37.9333,-121.3011,97.79,26,1,10.36,clear sky
584,Koslan,RU,63.4564,48.8989,39.07,92,13,5.23,few clouds
585,Ambagarh Chauki,IN,20.7833,80.7167,74.5,94,100,5.48,light rain
586,Northam,GB,51.0333,-4.2167,59.67,92,100,4.94,overcast clouds
587,Panaba,MX,21.2833,-88.2667,86.43,63,100,10.18,overcast clouds
588,Ligayan,PH,4.6533,119.4706,82.2,77,89,6.87,overcast clouds
589,Verkhnevilyuysk,RU,63.4453,120.3167,39.34,80,100,3.78,overcast clouds
590,Srednekolymsk,RU,67.45,153.6833,34.25,89,100,5.08,overcast clouds
591,Poso,ID,-1.3959,120.7524,76.01,80,45,4.27,scattered clouds
592,Mapiripan,CO,2.8892,-72.1256,76.41,90,99,5.03,overcast clouds
593,Ngama,TD,11.7833,17.1667,75.6,78,89,8.37,overcast clouds
594,Carndonagh,IE,55.25,-7.2667,50.18,94,2,7.52,clear sky
595,Vasto,IT,42.1243,14.7059,55.76,53,55,5.06,broken clouds
596,Kula,TR,38.5473,28.6498,48.31,70,7,4.47,clear sky
597,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,76.19,46,42,3.91,scattered clouds
598,Bhopal,IN,23.2667,77.4,75.6,86,71,3.6,broken clouds
599,Zhezkazgan,KZ,47.8043,67.7144,44.35,58,0,12.82,clear sky
600,Mikkeli,FI,61.6886,27.2723,43.14,93,90,16.11,light intensity drizzle
601,Ayagoz,KZ,47.9714,80.4392,35.83,71,0,10.76,clear sky
602,Mogadishu,SO,2.0371,45.3438,77.41,87,77,18.19,broken clouds
603,Bethanien,NA,-26.502,17.1583,65.75,19,51,2.95,broken clouds
604,Riohacha,CO,11.5444,-72.9072,85.75,70,100,7.54,overcast clouds
605,San Policarpo,PH,12.1791,125.5072,81.84,81,31,6.78,scattered clouds
606,Paramonga,PE,-10.6667,-77.8333,65.7,76,33,9.8,scattered clouds
607,Vangaindrano,MG,-23.35,47.6,68.2,86,75,4.76,broken clouds
608,Izumo,JP,35.3667,132.7667,66.15,85,67,3.27,broken clouds
609,Eyl,SO,7.9803,49.8164,77.58,82,38,18.28,scattered clouds
610,Haimen,CN,23.1935,116.6142,80.49,84,100,10.25,overcast clouds
611,Santa Cruz De La Palma,ES,28.6835,-17.7642,73.54,68,0,3.44,clear sky
612,Qandala,SO,11.472,49.8728,90.81,50,73,4.88,broken clouds
613,Dagua,CO,3.6569,-76.6886,79.3,95,98,2.82,overcast clouds
614,Manta,EC,-0.95,-80.7333,76.78,78,20,12.66,few clouds
615,Petauke,ZM,-14.2426,31.3253,65.75,64,19,10.09,few clouds
616,Hirado,JP,33.3597,129.5531,72.36,69,40,14.63,scattered clouds
617,Orlik,RU,52.5178,99.825,35.4,70,100,2.53,overcast clouds
618,Pointe Michel,DM,15.25,-61.3833,84.49,68,97,8.72,overcast clouds
619,Alta Floresta,BR,-9.8756,-56.0861,91.62,32,93,2.01,overcast clouds
620,Tselinnoye,RU,53.0833,85.6667,36.32,94,97,3.09,overcast clouds
621,Petit Goave,HT,18.4314,-72.8669,87.98,67,93,2.46,overcast clouds
622,Jibuti,DJ,11.5,42.5,89.02,39,0,5.03,clear sky
623,Marzuq,YE,14.4,46.4667,77.83,23,24,1.16,few clouds
624,Suksun,RU,57.1431,57.3949,38.75,79,30,5.95,scattered clouds
625,Xanlar,AZ,40.5869,46.3158,62.11,94,90,4.61,light intensity drizzle
626,Bonavista,CA,48.6499,-53.1147,55.4,91,35,17.27,scattered clouds
627,Trincomalee,LK,8.5711,81.2335,80.17,79,100,12.21,overcast clouds
628,Ulaanbaatar,MN,47.9077,106.8832,32.13,80,0,0.0,clear sky
629,Rio Blanco,MX,18.8333,-97.15,72.03,80,75,6.4,broken clouds
630,Neryungri,RU,56.6709,124.6491,42.76,94,100,8.37,light rain
631,Kodinsk,RU,58.6881,99.1844,30.18,98,86,1.23,overcast clouds
632,Ginda,IN,30.6945,78.4932,62.08,80,98,2.89,overcast clouds
633,Sharan,RU,54.8167,54.0,53.67,45,100,14.88,overcast clouds
634,Grand Forks,US,47.9417,-97.4337,77.79,35,75,10.36,smoke
635,Jiujiang,CN,29.7333,115.9833,77.2,82,41,4.97,scattered clouds
636,Micheweni,TZ,-4.9667,39.8333,75.47,81,0,11.21,clear sky
637,Svinita,RO,44.4997,22.1061,42.13,82,34,4.23,scattered clouds
638,Tenancingo,MX,19.1472,-98.1806,70.72,63,97,2.95,overcast clouds
639,Wilmington,US,34.2257,-77.9447,81.95,67,1,9.22,clear sky
640,San Matias,BO,-16.3667,-58.4,97.97,22,87,4.52,overcast clouds
641,Uchaly,RU,54.2996,59.4521,35.17,80,32,3.04,scattered clouds
642,Thomasville,US,35.8826,-80.082,73.62,51,0,1.99,clear sky
643,Mayo,US,38.8876,-76.5119,76.73,81,20,5.99,few clouds
644,Vestmanna,FO,62.1564,-7.1664,43.72,100,90,16.11,overcast clouds
645,Lagoa,PT,39.05,-27.9833,69.12,63,100,10.98,overcast clouds
646,Ulladulla,AU,-35.35,150.4667,64.87,61,13,6.89,few clouds
647,Yendi,GH,9.4427,-0.0099,75.78,83,28,2.42,scattered clouds
648,Quatre Cocos,MU,-20.2078,57.7625,71.71,85,62,14.92,light rain
649,Khovu-Aksy,RU,51.1333,93.6,32.2,76,100,3.27,overcast clouds
650,Camacupa,AO,-12.0167,17.4833,70.77,22,99,3.27,overcast clouds
651,Tabas,IR,33.5959,56.9244,83.12,11,31,2.84,scattered clouds
652,Severodvinsk,RU,64.5635,39.8302,44.71,84,100,11.1,overcast clouds
653,Jalu,LY,29.0331,21.5482,84.11,26,0,12.1,clear sky
654,Bluefields,NI,12.0137,-83.7635,82.11,81,77,6.96,broken clouds
655,Winnemucca,US,40.973,-117.7357,75.25,17,1,4.05,clear sky
656,Ngunguru,NZ,-35.6167,174.5,59.16,80,98,15.86,overcast clouds
657,Noumea,NC,-22.2763,166.4572,69.78,60,63,11.97,broken clouds
658,Tandil,AR,-37.3217,-59.1332,53.64,85,85,1.43,overcast clouds
659,Galesong,ID,-5.3166,119.3661,77.02,77,100,4.68,overcast clouds
660,Suntar,RU,62.1444,117.6319,40.14,84,100,2.46,overcast clouds
661,Fairlie,GB,55.756,-4.8556,60.01,87,91,8.01,overcast clouds
662,Guiglo,CI,6.5456,-7.4966,72.72,96,69,2.04,light rain
663,Trairi,BR,-3.2778,-39.2689,79.41,77,68,11.45,broken clouds
664,Tommot,RU,58.9564,126.2925,47.7,84,100,5.08,light rain
665,Qaqortoq,GL,60.7167,-46.0333,43.3,62,0,23.13,clear sky
666,Bilibino,RU,68.0546,166.4372,24.17,91,98,2.8,overcast clouds
667,Pechenga,RU,69.5259,31.1703,40.06,90,7,11.5,clear sky
668,Tezu,IN,27.9167,96.1667,73.56,81,15,3.85,few clouds
669,Mancheral,IN,18.8667,79.4333,76.42,94,100,2.28,light rain
670,Laguna,US,38.421,-121.4238,99.1,24,1,3.0,clear sky
671,Phuket,TH,8.0,98.25,77.22,94,20,1.14,few clouds
672,Smithers,CA,54.7804,-127.1743,44.92,93,90,3.44,light rain
673,Tawau,MY,4.2498,117.8871,77.13,90,100,5.01,overcast clouds
674,Sorland,NO,67.667,12.6934,42.87,66,68,17.27,broken clouds
675,Sitarganj,IN,28.9333,79.7,75.79,81,50,4.03,scattered clouds
676,Tayu,ID,-6.5397,111.0518,77.11,86,55,6.51,broken clouds
677,Nhulunbuy,AU,-12.2333,136.7667,70.41,88,31,3.44,scattered clouds
678,Nalhati,IN,24.3,87.8167,79.0,90,100,2.64,overcast clouds
679,Hay River,CA,60.8156,-115.7999,46.38,81,90,12.66,overcast clouds
680,Teya,RU,60.3778,92.6267,32.05,96,100,5.23,light snow
681,Emba,KZ,48.8264,58.1442,52.39,43,100,18.88,overcast clouds
682,Zyryanka,RU,65.75,150.85,36.63,76,77,4.03,broken clouds
683,Samfya,ZM,-11.3649,29.5565,72.3,43,94,12.73,overcast clouds
684,Kyabe,TD,9.4515,18.9449,72.27,92,90,3.49,overcast clouds
685,Likhoslavl,RU,57.1275,35.464,42.57,97,94,4.27,overcast clouds
686,Lujan,AR,-34.5703,-59.105,65.82,67,71,1.99,broken clouds
687,Sorong,ID,-0.8833,131.25,78.46,85,100,9.98,heavy intensity rain
688,Vuktyl,RU,63.8567,57.3094,38.25,94,100,4.23,overcast clouds
689,Southbridge,US,42.0751,-72.0334,78.04,83,25,1.99,scattered clouds
690,Aksarka,RU,66.5606,67.7975,33.94,81,2,3.11,clear sky
691,Shubarshi,KZ,48.5872,57.1869,55.11,27,94,20.0,overcast clouds
692,Nokaneng,BW,-19.6667,22.2667,71.38,28,0,7.14,clear sky
693,Hwange,ZW,-18.3693,26.5019,70.99,48,1,2.95,clear sky
694,Garowe,SO,8.4054,48.4845,78.06,67,79,15.86,broken clouds
695,Kumluca,TR,36.3703,30.2869,68.32,44,7,11.77,clear sky
696,Kostomuksha,RU,64.571,30.5767,43.36,83,100,12.5,overcast clouds
697,Beringovskiy,RU,63.05,179.3167,35.8,98,100,11.65,light rain
698,Turayf,SA,31.6725,38.6637,68.25,68,0,13.8,clear sky
699,Himatnagar,IN,23.6,72.95,79.61,88,12,2.3,few clouds
700,Turukhansk,RU,65.8167,87.9833,27.54,91,37,8.39,scattered clouds
701,Kirillov,RU,59.863,38.3813,48.13,94,100,9.98,overcast clouds
702,Odder,DK,55.9731,10.153,56.23,81,100,29.15,overcast clouds
703,Havoysund,NO,70.9963,24.6622,45.48,80,90,24.87,overcast clouds
704,Magadan,RU,59.5667,150.8,45.41,74,1,2.64,clear sky
705,Praxedis Guerrero,MX,31.3667,-106.0167,87.57,19,98,6.96,overcast clouds
706,Baracoa,CU,20.3467,-74.4958,83.73,77,100,3.96,overcast clouds
707,Abong Mbang,CM,3.9833,13.1833,67.42,99,100,1.14,moderate rain
708,Tiarei,PF,-17.5333,-149.3333,84.22,76,2,16.71,light rain
709,Sattahip,TH,12.6664,100.9007,80.69,83,40,6.91,scattered clouds
