City_ID,City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
1,1,Turan,VN,9/21/2021 23:23,16.0678,108.2208,78.85,94,75,1.14
2,2,Hithadhoo,MV,9/21/2021 23:20,-0.6,73.0833,82.67,76,100,15.95
5,5,Sao Filipe,CV,9/21/2021 23:19,14.8961,-24.4956,79.27,81,22,7.0
8,8,Tuy Hoa,VN,9/21/2021 23:24,13.0833,109.3,75.96,91,89,4.05
9,9,Kapaa,US,9/21/2021 23:21,22.0752,-159.319,84.18,69,1,3.0
19,19,Oum Hadjer,TD,9/21/2021 23:24,13.2954,19.6966,83.95,63,95,8.25
21,21,Ayia Galini,GR,9/21/2021 23:24,35.1,24.6833,75.74,61,31,1.66
28,28,Karratha,AU,9/21/2021 23:21,-20.7377,116.8463,78.04,20,99,23.13
33,33,Tarauaca,BR,9/21/2021 23:22,-8.1614,-70.7656,80.69,68,70,1.7
36,36,Lorengau,PG,9/21/2021 23:21,-2.0226,147.2712,83.28,72,100,6.55
37,37,Bandarbeyla,SO,9/21/2021 23:23,9.4942,50.8122,79.05,71,100,20.18
40,40,Kirakira,SB,9/21/2021 23:24,-10.4544,161.9205,83.7,72,48,5.48
42,42,Marzuq,YE,9/21/2021 23:21,14.4,46.4667,78.84,57,72,1.88
45,45,Namatanai,PG,9/21/2021 23:24,-3.6667,152.4333,82.38,75,100,5.93
49,49,Kahului,US,9/21/2021 23:24,20.8947,-156.47,84.22,55,40,24.16
53,53,Vaini,TO,9/21/2021 23:19,-21.2,-175.2,78.96,73,20,10.36
54,54,Finschhafen,PG,9/21/2021 23:24,-6.6024,147.8681,81.9,73,100,8.46
58,58,Nicoya,CR,9/21/2021 23:24,10.1483,-85.45200000000001,80.15,85,74,1.79
59,59,Avarua,CK,9/21/2021 23:22,-21.2078,-159.775,78.85,61,75,5.75
63,63,Kavaratti,IN,9/21/2021 23:22,10.5669,72.642,81.64,78,37,15.77
64,64,Butaritari,KI,9/21/2021 23:24,3.0707,172.7902,82.9,68,83,12.73
65,65,Victoria,HK,9/21/2021 23:23,22.2855,114.1577,84.33,85,98,4.52
68,68,North Bend,US,9/21/2021 23:24,43.4065,-124.2243,88.95,33,1,12.66
70,70,Gat,IL,9/21/2021 23:21,31.61,34.7642,78.4,72,0,2.51
71,71,Beira,MZ,9/21/2021 23:24,-19.8436,34.8389,75.29,73,40,9.22
73,73,Salalah,OM,9/21/2021 23:23,17.0151,54.0924,80.69,83,75,6.91
74,74,Angoram,PG,9/21/2021 23:24,-4.0625,144.0661,80.38,87,99,2.8
79,79,Atuona,PF,9/21/2021 23:19,-9.8,-139.0333,77.95,70,12,21.63
82,82,Guerrero Negro,MX,9/21/2021 23:24,27.9769,-114.0611,80.35,57,40,13.2
83,83,Waingapu,ID,9/21/2021 23:24,-9.6567,120.2641,79.83,75,77,9.17
84,84,Sulangan,PH,9/21/2021 23:24,11.1373,123.7228,82.11,73,73,3.04
89,89,Tarakan,ID,9/21/2021 23:24,3.3,117.6333,78.3,89,75,1.14
91,91,Esperantinopolis,BR,9/21/2021 23:24,-4.8667,-44.7083,83.37,51,83,3.74
93,93,Hilo,US,9/21/2021 23:22,19.7297,-155.09,83.28,73,90,8.05
98,98,Avera,US,9/21/2021 23:24,33.194,-82.5271,83.08,82,67,6.29
101,101,Tukrah,LY,9/21/2021 23:24,32.5341,20.5791,82.08,43,0,6.98
107,107,Soure,BR,9/21/2021 23:24,-0.7167,-48.5233,80.02,80,24,11.68
109,109,Bardiyah,LY,9/21/2021 23:24,31.7561,25.0865,77.9,72,0,11.07
110,110,Cockburn Town,TC,9/21/2021 23:21,21.4612,-71.1419,83.05,79,6,19.48
114,114,Bilma,NE,9/21/2021 23:24,18.6853,12.9164,85.66,13,36,3.49
119,119,Georgetown,MY,9/21/2021 23:21,5.4112,100.3354,77.9,85,40,2.3
120,120,Cayenne,GF,9/21/2021 23:24,4.9333,-52.3333,84.09,78,75,4.0
122,122,Honiara,SB,9/21/2021 23:24,-9.4333,159.95,84.99,68,3,5.88
124,124,San Cristobal,VE,9/21/2021 23:21,7.7669,-72.225,75.38,99,100,3.27
129,129,Sao Jose Da Coroa Grande,BR,9/21/2021 23:24,-8.8978,-35.1478,75.15,80,33,8.05
131,131,Cairns,AU,9/21/2021 23:19,-16.9167,145.7667,77.11,39,74,20.71
141,141,Baculin,PH,9/21/2021 23:23,7.4525,126.5842,81.12,74,82,1.61
148,148,Axim,GH,9/21/2021 23:21,4.8699,-2.2405,75.97,93,91,7.58
150,150,Kandrian,PG,9/21/2021 23:24,-6.2167,149.55,80.38,83,100,6.76
157,157,Kavieng,PG,9/21/2021 23:24,-2.5744,150.7967,82.94,75,99,11.7
159,159,Puerto Ayacucho,VE,9/21/2021 23:20,5.6639,-67.6236,78.6,84,100,1.81
160,160,Sola,VU,9/21/2021 23:20,-13.8833,167.55,79.38,79,22,15.28
162,162,Terenos,BR,9/21/2021 23:21,-20.4422,-54.8603,80.31,65,0,12.66
163,163,Robertsport,LR,9/21/2021 23:24,6.7533,-11.3686,80.06,81,98,7.63
165,165,Merauke,ID,9/21/2021 23:24,-8.4667,140.3333,79.61,77,76,10.56
168,168,Jaguaribe,BR,9/21/2021 23:21,-5.8906,-38.6219,84.11,46,23,12.82
176,176,Buchanan,LR,9/21/2021 23:24,5.8808,-10.0467,77.83,86,97,6.31
181,181,Calgary,CA,9/21/2021 23:23,51.0501,-114.0853,75.02,28,20,8.99
182,182,Piranhas,BR,9/21/2021 23:24,-16.4269,-51.8222,88.59,16,44,0.89
184,184,Bougouni,ML,9/21/2021 23:24,11.417,-7.479,77.25,77,83,5.41
186,186,Shimoda,JP,9/21/2021 23:20,34.6667,138.95,75.56,85,76,2.48
190,190,Bengkulu,ID,9/21/2021 23:19,-3.8004,102.2655,75.36,89,100,5.19
191,191,Nortelandia,BR,9/21/2021 23:24,-14.4547,-56.8028,87.82,17,7,1.95
199,199,Harindanga,IN,9/21/2021 23:20,22.0383,88.3214,80.58,93,100,5.08
200,200,Kushikino,JP,9/21/2021 23:24,31.7167,130.2667,76.46,88,68,6.98
201,201,Faanui,PF,9/21/2021 23:21,-16.4833,-151.75,78.57,72,7,7.02
202,202,Iquitos,PE,9/21/2021 23:23,-3.7481,-73.2472,77.04,88,75,0.0
207,207,Matay,EG,9/21/2021 23:24,28.419,30.7792,80.82,40,0,14.83
208,208,Hambantota,LK,9/21/2021 23:24,6.1241,81.1185,77.34,100,73,5.75
210,210,Kilindoni,TZ,9/21/2021 23:24,-7.9139,39.6668,75.83,81,0,12.17
217,217,Manoel Urbano,BR,9/21/2021 23:25,-8.8389,-69.2597,75.79,76,73,2.26
228,228,Bayji,IQ,9/21/2021 23:25,34.9311,43.486999999999995,80.4,20,0,8.93
239,239,Negara,ID,9/21/2021 23:25,-8.3151,114.6025,75.25,87,98,1.05
242,242,Port Hedland,AU,9/21/2021 23:25,-20.3167,118.5667,80.65,7,40,18.41
246,246,Poum,NC,9/21/2021 23:21,-20.2333,164.0167,75.29,70,100,10.22
262,262,Emmett,US,9/21/2021 23:25,43.8735,-116.4993,79.63,19,3,9.95
266,266,Zhuhai,CN,9/21/2021 23:25,22.2769,113.5678,84.06,84,20,5.75
269,269,Goure,NE,9/21/2021 23:25,13.9835,10.2704,84.02,31,48,3.29
271,271,Sterling,US,9/21/2021 23:25,39.0062,-77.4286,76.98,79,75,5.75
273,273,Guatire,VE,9/21/2021 23:25,10.4762,-66.5427,81.1,95,100,1.99
275,275,Amahai,ID,9/21/2021 23:25,-3.3333,128.9167,78.46,85,92,3.91
278,278,Iralaya,HN,9/21/2021 23:21,15.0,-83.2333,87.89,76,17,6.98
281,281,Rawah,IQ,9/21/2021 23:25,34.4816,41.9093,79.72,28,0,11.07
284,284,Sakakah,SA,9/21/2021 23:22,29.9697,40.2064,81.97,23,3,2.26
285,285,Nishihara,JP,9/21/2021 23:25,26.1842,127.7558,83.86,89,40,8.05
287,287,Kupang,ID,9/21/2021 23:25,-10.1667,123.5833,81.18,74,40,6.91
289,289,Portland,US,9/21/2021 23:17,45.5234,-122.6762,87.67,32,20,1.99
290,290,Kashan,IR,9/21/2021 23:25,33.9831,51.4364,80.04,16,0,5.01
294,294,Nizwa,OM,9/21/2021 23:25,22.9333,57.5333,82.24,55,79,1.28
299,299,Kununurra,AU,9/21/2021 23:21,-15.7667,128.7333,78.78,12,100,14.97
307,307,Santa Maria Del Oro,MX,9/21/2021 23:25,25.9333,-105.3667,79.66,35,81,13.78
308,308,Qeshm,IR,9/21/2021 23:25,26.9581,56.2719,87.69,74,1,8.46
310,310,Almeirim,BR,9/21/2021 23:25,-1.5233,-52.5817,80.91,69,61,3.67
318,318,Alta Floresta,BR,9/21/2021 23:25,-9.8756,-56.0861,86.0,21,82,0.81
319,319,Pombas,CV,9/21/2021 23:25,17.1503,-25.0201,76.78,82,47,12.01
322,322,Oussouye,SN,9/21/2021 23:25,12.485,-16.5469,82.49,86,86,6.91
329,329,Naze,JP,9/21/2021 23:20,28.3667,129.4833,81.52,77,13,4.14
331,331,Bamako,ML,9/21/2021 23:21,12.65,-8.0,79.21,83,20,1.14
332,332,Manavgat,TR,9/21/2021 23:25,36.7867,31.4431,82.81,50,1,8.7
333,333,Zurrieq,MT,9/21/2021 23:25,35.8311,14.4742,76.96,88,20,9.22
336,336,Tirumullaivasal,IN,9/21/2021 23:25,11.2333,79.8333,81.25,76,89,13.85
339,339,Vila Velha,BR,9/21/2021 23:23,-20.3297,-40.2925,80.55,74,0,8.05
340,340,Itarema,BR,9/21/2021 23:25,-2.9248,-39.9167,78.19,81,15,16.28
343,343,Oistins,BB,9/21/2021 23:25,13.0667,-59.5333,82.49,74,40,12.66
349,349,Qandala,SO,9/21/2021 23:25,11.472000000000001,49.8728,88.54,60,26,5.48
353,353,Itoman,JP,9/21/2021 23:25,26.1247,127.6694,84.58,87,20,8.05
358,358,Acapulco,MX,9/21/2021 23:23,16.8634,-99.8901,87.62,66,75,10.36
362,362,Kalmunai,LK,9/21/2021 23:25,7.4167,81.8167,80.13,78,86,3.24
366,366,Sao Felix Do Xingu,BR,9/21/2021 23:25,-6.6447,-51.995,87.62,32,96,2.46
367,367,Camocim,BR,9/21/2021 23:25,-2.9022,-40.8411,78.3,80,7,14.56
370,370,Feijo,BR,9/21/2021 23:25,-8.1642,-70.3536,75.47,86,75,2.8
375,375,Manokwari,ID,9/21/2021 23:20,-0.8667,134.0833,80.4,74,64,2.42
376,376,Linhares,BR,9/21/2021 23:25,-19.3911,-40.0722,75.33,80,1,6.78
382,382,San Quintin,MX,9/21/2021 23:22,30.4833,-115.95,78.39,58,0,12.39
383,383,Berbera,SO,9/21/2021 23:25,10.4396,45.0143,87.04,74,4,2.59
388,388,Bima,ID,9/21/2021 23:23,-8.4667,118.7167,77.88,77,86,2.68
389,389,Roebourne,AU,9/21/2021 23:25,-20.7833,117.1333,77.77,20,100,22.64
390,390,Muroto,JP,9/21/2021 23:25,33.2833,134.15,77.04,82,42,2.68
398,398,Caravelas,BR,9/21/2021 23:24,-17.7125,-39.2481,75.6,85,9,13.89
399,399,Nabire,ID,9/21/2021 23:21,-3.3667,135.4833,75.92,91,100,3.2
401,401,Da Nang,VN,9/21/2021 23:23,16.0678,108.2208,78.85,94,75,1.14
402,402,Mount Pleasant,US,9/21/2021 23:25,32.7941,-79.8626,78.98,93,90,5.01
413,413,Altamira,BR,9/21/2021 23:26,-3.2033,-52.2064,75.29,100,20,0.0
416,416,Salinopolis,BR,9/21/2021 23:26,-0.6136,-47.3561,80.38,77,52,14.41
417,417,Pangai,TO,9/21/2021 23:26,-19.8,-174.35,75.31,83,75,11.5
420,420,Tateyama,JP,9/21/2021 23:26,34.9833,139.8667,75.47,88,75,2.3
428,428,Gunjur,GM,9/21/2021 23:26,13.2019,-16.7339,80.67,94,40,0.0
430,430,Pachino,IT,9/21/2021 23:26,36.7186,15.0907,77.04,80,99,9.82
433,433,Tiarei,PF,9/21/2021 23:26,-17.5333,-149.3333,82.42,73,3,6.42
437,437,Ondangwa,NmA,9/21/2021 23:26,-17.9167,15.95,82.4,14,4,4.61
445,445,Qiryat Gat,IL,9/21/2021 23:26,31.61,34.7642,78.4,72,0,2.51
448,448,Galle,LK,9/21/2021 23:26,6.0367,80.217,79.36,85,60,12.91
450,450,Ishigaki,JP,9/21/2021 23:23,24.3448,124.1572,84.33,84,20,1.14
453,453,Fare,PF,9/21/2021 23:26,-16.7,-151.0167,78.51,72,1,6.93
455,455,Banda Aceh,ID,9/21/2021 23:25,5.5577,95.3222,79.32,73,100,13.69
456,456,Bernalillo,US,9/21/2021 23:26,35.05,-106.6673,82.31,19,1,0.0
457,457,La Cruz,MX,9/21/2021 23:26,23.9167,-106.9,83.88,76,96,9.71
459,459,Sur,OM,9/21/2021 23:23,22.5667,59.5289,86.14,62,30,8.28
460,460,Dicabisagan,PH,9/21/2021 23:26,17.0818,122.4157,81.01,84,45,2.59
462,462,Panama City,PA,9/21/2021 23:23,8.9936,-79.5197,80.55,87,40,5.75
463,463,Sumter,US,9/21/2021 23:26,28.7086,-82.0831,82.81,87,100,8.9
465,465,Cusuna,HN,9/21/2021 23:26,15.85,-85.2333,83.97,67,41,8.72
467,467,Belem De Sao Francisco,BR,9/21/2021 23:26,-8.7539,-38.9658,87.46,28,8,3.74
472,472,Nanakuli,US,9/21/2021 23:26,21.3906,-158.1547,89.55,51,40,13.8
473,473,Alofi,NU,9/21/2021 23:26,-19.0595,-169.9187,78.69,83,75,5.75
475,475,Lazaro Cardenas,MX,9/21/2021 23:26,17.9583,-102.2,83.95,76,98,9.55
477,477,Washington,US,9/21/2021 23:26,47.5001,-120.5015,75.69,31,1,5.06
480,480,Vanimo,PG,9/21/2021 23:26,-2.6741,141.3028,80.65,84,100,3.29
488,488,Boa Vista,BR,9/21/2021 23:25,2.8197,-60.6733,85.98,66,20,3.44
494,494,Palomares,MX,9/21/2021 23:26,17.15,-95.0667,81.72,85,88,5.99
504,504,Wewak,PG,9/21/2021 23:26,-3.5534,143.6268,81.25,84,99,5.23
506,506,Dingle,PH,9/21/2021 23:23,10.9995,122.6711,77.65,89,92,3.44
509,509,Nang Rong,TH,9/21/2021 23:26,14.6377,102.7914,77.41,95,100,4.43
511,511,Tabuk,PH,9/21/2021 23:26,17.4189,121.4443,76.59,88,22,3.69
518,518,Alyangula,AU,9/21/2021 23:26,-13.8483,136.4192,76.87,38,82,12.66
524,524,Iztapa,GT,9/21/2021 23:26,13.9333,-90.7075,86.05,84,90,9.22
525,525,Kollam,IN,9/21/2021 23:26,8.8833,76.6,78.67,88,15,8.03
527,527,Mayo,US,9/21/2021 23:26,38.8876,-76.5119,78.04,76,100,10.0
531,531,Baghdad,IQ,9/21/2021 23:26,33.3406,44.4009,82.31,34,0,6.91
536,536,Pontianak,ID,9/21/2021 23:26,-0.0333,109.3333,75.18,94,20,3.44
537,537,Guarapari,BR,9/21/2021 23:26,-20.6667,-40.4975,80.49,84,8,9.08
538,538,Haapiti,PF,9/21/2021 23:26,-17.5667,-149.8667,82.13,72,2,8.25
539,539,Port Blair,IN,9/21/2021 23:26,11.6667,92.75,79.7,81,100,15.52
543,543,Esna,EG,9/21/2021 23:26,25.2934,32.554,87.58,22,2,10.54
549,549,Koumac,NC,9/21/2021 23:26,-20.5667,164.2833,77.79,60,98,10.54
553,553,Padang,ID,9/21/2021 23:24,-0.9492,100.3543,76.37,84,95,3.42
559,559,Aswan,EG,9/21/2021 23:26,24.0934,32.907,89.38,15,1,8.63
570,570,Bogalusa,US,9/21/2021 23:26,30.791,-89.8487,88.36,62,1,6.91
573,573,Sao Miguel Do Araguaia,BR,9/21/2021 23:26,-13.275,-50.1628,89.96,17,15,4.59
574,574,Lasem,ID,9/21/2021 23:26,-6.6922,111.4527,77.47,83,97,5.17
575,575,Havelock,US,9/21/2021 23:26,34.8791,-76.9013,80.94,84,100,9.91
578,578,Gigmoto,PH,9/21/2021 23:26,13.7796,124.39,82.72,80,100,6.38
580,580,Nhamunda,BR,9/21/2021 23:26,-2.1861,-56.7131,80.15,68,81,1.99
583,583,Auburn,US,9/21/2021 23:26,47.3073,-122.2284,82.4,49,20,5.01
592,592,El Real De Santa Maria,PA,9/21/2021 23:26,8.109,-77.7325,75.22,98,100,2.3
